timestamp_utc,ticker,target,elapsed_min,remaining_min,coinbase_close,distance_target,current_side,flip_prob,stay_prob,fair_up,fair_down,preferred_side,fair_preferred,up_bid,up_ask,down_bid,down_ask,preferred_ask,edge,signal_status,entry_status
2026-08-23T13:23:00.337610+00:00,KXBTC15M-26AUG230930-30,77314.13,8.005626833333332,6.994373166666667,77526.9,212.76999999998952,UP,0.011904761904761904,0.9880952380952381,0.9880952380952381,0.011904761904761904,UP,0.9880952380952381,0.908,0.909,0.091,0.092,0.909,0.07909523809523811,90%+ LOCK CANDIDATE,SMALL EDGE
2026-08-23T13:27:50.368773+00:00,KXBTC15M-26AUG230930-30,77314.13,12.83947955,2.16052045,77535.42,221.2899999999936,UP,0.0,1.0,1.0,0.0,UP,1.0,0.996,0.997,0.003,0.004,0.997,0.0030000000000000027,LOCK,SMALL EDGE
2026-08-23T13:28:20.262556+00:00,KXBTC15M-26AUG230930-30,77314.13,13.337709266666668,1.6622907333333332,77492.53,178.39999999999418,UP,0.0,1.0,1.0,0.0,UP,1.0,0.998,0.999,0.001,0.002,0.999,0.0010000000000000009,LOCK,SMALL EDGE
2026-08-23T13:28:50.312123+00:00,KXBTC15M-26AUG230930-30,77314.13,13.838535383333333,1.1614646166666667,77477.42,163.2899999999936,UP,0.011904761904761904,0.9880952380952381,0.9880952380952381,0.011904761904761904,UP,0.9880952380952381,0.999,1.0,0.0,0.001,1.0,-0.011904761904761862,LOCK,NO VALUE
2026-08-23T13:29:20.234172+00:00,KXBTC15M-26AUG230930-30,77314.13,14.3372362,0.6627638,77454.31,140.17999999999302,UP,0.05128205128205128,0.9487179487179487,0.9487179487179487,0.05128205128205128,UP,0.9487179487179487,0.998,0.999,0.001,0.002,0.999,-0.05028205128205132,LOCK,NO VALUE
2026-08-23T13:29:50.157681+00:00,KXBTC15M-26AUG230930-30,77314.13,14.83596135,0.16403865,77443.95,129.81999999999243,UP,0.06989247311827956,0.9301075268817205,0.9301075268817205,0.06989247311827956,UP,0.9301075268817205,0.999,1.0,0.0,0.001,1.0,-0.06989247311827951,LOCK,NO VALUE
2026-08-23T13:30:20.203916+00:00,KXBTC15M-26AUG230945-45,77453.38,0.33673193333333334,14.663268066666665,77383.45,-69.93000000000757,DOWN,0.39344262295081966,0.6065573770491803,0.39344262295081966,0.6065573770491803,DOWN,0.6065573770491803,0.34,0.35,0.65,0.66,0.66,-0.053442622950819696,RAW,NO VALUE
2026-08-23T13:30:50.189128+00:00,KXBTC15M-26AUG230945-45,77453.38,0.8364854666666666,14.163514533333334,77377.93,-75.45000000001164,DOWN,0.39344262295081966,0.6065573770491803,0.39344262295081966,0.6065573770491803,DOWN,0.6065573770491803,0.37,0.38,0.62,0.63,0.63,-0.02344262295081967,RAW,NO VALUE
2026-08-23T13:31:20.280243+00:00,KXBTC15M-26AUG230945-45,77453.38,1.33800405,13.66199595,77377.92,-75.4600000000064,DOWN,0.39344262295081966,0.6065573770491803,0.39344262295081966,0.6065573770491803,DOWN,0.6065573770491803,0.28,0.29,0.71,0.72,0.72,-0.11344262295081964,RAW,NO VALUE
2026-08-23T13:31:50.149817+00:00,KXBTC15M-26AUG230945-45,77453.38,1.8358302833333333,13.164169716666667,77487.85,34.470000000001164,UP,0.27388535031847133,0.7261146496815287,0.7261146496815287,0.27388535031847133,UP,0.7261146496815287,0.28,0.29,0.71,0.72,0.29,0.43611464968152874,LEAN,IDEAL <=50c / LARGE EDGE
